,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps
[2026-05-08 01:31:01.448] ,445,26.28,32.43,100558.72,275194.84,5.77,6.1,6.1,6.1,40.47,45.88,46.04,46.05,46.05,0.41
[2026-05-08 01:31:06.464] ,446,26.29,32.45,100560.23,275194.84,5.64,5.97,5.97,5.97,39.59,44.87,45.03,45.04,45.04,0.4
[2026-05-08 01:31:11.479] ,445,26.24,32.46,100560.56,276981.34,5.57,5.89,5.89,5.89,39.08,44.3,44.45,44.46,44.47,0.4
[2026-05-08 01:31:16.491] ,446,26.24,32.47,100559.06,276981.34,5.68,6,6,6,39.82,45.14,45.3,45.31,45.31,0.4
[2026-05-08 01:31:21.512] ,446,26.19,32.48,100560.94,277657.28,5.76,6.09,6.09,6.09,40.41,45.81,45.97,45.98,45.98,0.4
[2026-05-08 01:31:26.526] ,446,26.15,32.52,100559.9,277431.59,5.68,6.01,6.01,6.01,39.84,45.16,45.32,45.33,45.34,0.4
[2026-05-08 01:31:31.543] ,446,26.13,32.58,100559.38,277206.28,5.57,5.89,5.89,5.89,39.05,44.26,44.42,44.43,44.43,0.4
[2026-05-08 01:31:36.551] ,445,26.14,32.66,100561.12,274973.16,5.51,5.83,5.83,5.83,38.69,43.85,44.01,44.02,44.02,0.4
[2026-05-08 01:31:41.573] ,445,26.17,32.66,100559.69,275416.91,5.35,5.66,5.66,5.66,37.57,42.58,42.73,42.74,42.75,0.4
[2026-05-08 01:31:46.583] ,444,26.15,32.68,100560.16,277657.28,5.36,5.67,5.67,5.67,37.61,42.64,42.79,42.8,42.8,0.4
[2026-05-08 01:31:51.596] ,443,26.19,32.67,100561.94,276532.53,5.31,5.61,5.61,5.61,37.24,42.21,42.36,42.37,42.37,0.41
[2026-05-08 01:31:56.611] ,443,26.19,32.64,100561.47,277657.28,5.49,5.8,5.8,5.8,38.48,43.62,43.78,43.79,43.79,0.41
[2026-05-08 01:32:01.631] ,444,26.17,32.61,100559.84,277431.59,5.86,6.2,6.2,6.2,41.12,46.61,46.77,46.78,46.79,0.4
[2026-05-08 01:32:06.647] ,447,26.18,32.6,100560.81,277431.59,5.93,6.27,6.27,6.27,41.6,47.16,47.33,47.33,47.34,0.41
[2026-05-08 01:32:11.661] ,448,26.2,32.61,100560.66,276532.53,5.87,6.2,6.2,6.2,41.15,46.65,46.81,46.82,46.83,0.4
[2026-05-08 01:32:16.672] ,446,26.22,32.59,100561.72,278109.72,6.16,6.52,6.52,6.52,43.23,49,49.18,49.19,49.19,0.4
[2026-05-08 01:32:21.689] ,447,26.23,32.55,100560.33,279475.97,6.43,6.8,6.8,6.8,45.1,51.12,51.3,51.31,51.32,0.41
[2026-05-08 01:32:26.708] ,447,26.25,32.56,100560.59,276085.19,6.37,6.74,6.74,6.74,44.71,50.67,50.86,50.87,50.87,0.4
[2026-05-08 01:32:31.717] ,448,26.28,32.56,100560.23,276308.69,6.38,6.75,6.75,6.75,44.77,50.75,50.93,50.94,50.94,0.41
[2026-05-08 01:32:36.731] ,450,26.3,32.54,100560.14,275639.31,6.34,6.7,6.7,6.7,44.46,50.39,50.57,50.58,50.59,0.42
[2026-05-08 01:32:41.749] ,450,26.3,32.51,100561.95,276981.34,6.38,6.75,6.75,6.75,44.77,50.74,50.93,50.94,50.94,0.41
[2026-05-08 01:32:46.759] ,448,26.24,32.5,100560.2,279019.06,6.17,6.52,6.52,6.52,43.29,49.06,49.24,49.25,49.25,0.42
[2026-05-08 01:32:51.782] ,447,26.22,32.5,100560.7,278336.5,5.87,6.21,6.21,6.21,41.2,46.7,46.87,46.88,46.88,0.41
[2026-05-08 01:32:56.791] ,446,26.22,32.54,100561.58,278336.5,5.72,6.05,6.05,6.05,40.16,45.53,45.69,45.7,45.7,0.41
[2026-05-08 01:33:01.811] ,447,26.21,32.56,100560.09,276981.34,5.51,5.83,5.83,5.83,38.67,43.83,43.99,44,44,0.41
[2026-05-08 01:33:06.826] ,444,26.2,32.58,100561.38,278336.5,5.6,5.92,5.92,5.92,39.29,44.54,44.7,44.71,44.71,0.4
[2026-05-08 01:33:11.840] ,445,26.16,32.6,100559.54,279705,5.46,5.78,5.78,5.78,38.33,43.45,43.6,43.61,43.61,0.4
[2026-05-08 01:33:16.859] ,448,26.2,32.62,100560.33,278791.19,5.41,5.72,5.72,5.72,37.93,42.99,43.15,43.16,43.16,0.41
[2026-05-08 01:33:21.871] ,448,26.18,32.59,100560.41,279247.34,5.05,5.34,5.34,5.34,35.42,40.15,40.3,40.3,40.31,0.4
[2026-05-08 01:33:26.888] ,446,26.21,32.6,100560.57,276981.34,5,5.29,5.29,5.29,35.1,39.78,39.92,39.93,39.94,0.4
[2026-05-08 01:33:31.901] ,446,26.24,32.58,100561.05,277431.59,5.25,5.55,5.55,5.55,36.8,41.71,41.86,41.87,41.88,0.4
[2026-05-08 01:33:36.911] ,445,26.29,32.56,100561.08,277657.28,5.43,5.74,5.74,5.74,38.1,43.18,43.34,43.35,43.35,0.4
[2026-05-08 01:33:41.931] ,447,26.31,32.51,100562.34,276756.75,5.42,5.73,5.73,5.73,38.01,43.09,43.24,43.25,43.26,0.39
[2026-05-08 01:33:46.943] ,447,26.36,32.47,100561.67,275416.91,5.35,5.66,5.66,5.66,37.56,42.58,42.73,42.74,42.74,0.39
[2026-05-08 01:33:51.962] ,447,26.33,32.42,100561.9,278791.19,5.42,5.73,5.73,5.73,38.02,43.1,43.25,43.26,43.26,0.39
[2026-05-08 01:33:56.981] ,448,26.3,32.43,100560.41,278563.66,5.61,5.93,5.93,5.93,39.36,44.62,44.78,44.78,44.79,0.4
[2026-05-08 01:34:01.991] ,446,26.3,32.44,100560.62,280164.16,5.8,6.13,6.13,6.13,40.67,46.1,46.26,46.27,46.27,0.4
[2026-05-08 01:34:07.007] ,446,26.32,32.41,100561.98,277206.28,5.79,6.12,6.12,6.12,40.6,46.02,46.18,46.19,46.2,0.4
[2026-05-08 01:34:12.022] ,445,26.38,32.41,100561.05,276756.75,5.4,5.71,5.71,5.71,37.86,42.92,43.07,43.08,43.09,0.4
[2026-05-08 01:34:17.035] ,445,26.35,32.39,100560.91,278109.72,5.23,5.53,5.53,5.53,36.67,41.56,41.71,41.72,41.72,0.4
[2026-05-08 01:34:22.051] ,443,26.3,32.39,100562.12,279247.34,5.42,5.73,5.73,5.73,38.03,43.11,43.27,43.28,43.28,0.4
[2026-05-08 01:34:27.068] ,443,26.33,32.39,100561.21,277657.28,5.45,5.77,5.77,5.77,38.25,43.36,43.51,43.52,43.52,0.4
[2026-05-08 01:34:32.089] ,443,26.36,32.41,100562.18,276308.69,5.4,5.71,5.71,5.71,37.87,42.92,43.08,43.08,43.09,0.4
[2026-05-08 01:34:37.102] ,445,26.37,32.38,100561.7,277657.28,5.64,5.96,5.96,5.96,39.56,44.84,45,45.01,45.01,0.4
[2026-05-08 01:34:42.111] ,445,26.34,32.37,100561.84,275862.06,5.84,6.18,6.18,6.18,40.98,46.45,46.62,46.63,46.63,0.4
[2026-05-08 01:34:47.134] ,445,26.3,32.36,100562.62,280855.72,6.04,6.39,6.39,6.39,42.4,48.06,48.23,48.24,48.25,0.4
[2026-05-08 01:34:52.141] ,442,26.26,32.39,100562.34,280624.84,6.2,6.56,6.56,6.56,43.5,49.31,49.48,49.49,49.5,0.4
[2026-05-08 01:34:57.162] ,440,26.25,32.4,100561.47,283420.97,6.19,6.54,6.54,6.54,43.42,49.21,49.39,49.4,49.4,0.39
[2026-05-08 01:35:02.181] ,442,26.24,32.42,100560.89,285794.03,5.98,6.32,6.32,6.32,41.96,47.57,47.74,47.74,47.75,0.4
[2026-05-08 01:35:07.191] ,441,26.19,32.42,100560.73,283892.44,5.54,5.85,5.85,5.85,38.84,44.02,44.18,44.19,44.19,0.39
[2026-05-08 01:35:12.210] ,442,26.2,32.44,100560.91,285077.94,5.16,5.45,5.45,5.45,36.18,41.01,41.15,41.16,41.17,0.39
[2026-05-08 01:35:17.215] ,440,26.16,32.49,100561.45,285316.25,4.76,5.04,5.04,5.04,33.42,37.88,38.01,38.02,38.02,0.39
[2026-05-08 01:35:22.232] ,440,26.17,32.53,100562.05,282015.97,4.64,4.9,4.9,4.9,32.53,36.88,37.01,37.02,37.02,0.39
[2026-05-08 01:35:27.251] ,438,26.21,32.55,100560.8,281550.72,4.73,5,5,5,33.17,37.6,37.73,37.74,37.74,0.39
[2026-05-08 01:35:32.267] ,436,26.22,32.54,100561.58,281550.72,4.92,5.2,5.2,5.2,34.53,39.14,39.28,39.29,39.29,0.39
[2026-05-08 01:35:37.277] ,437,26.2,32.52,100561.19,282951.09,5.2,5.5,5.5,5.5,36.51,41.39,41.53,41.54,41.54,0.4
[2026-05-08 01:35:42.293] ,436,26.22,32.53,100561.7,281318.69,5.43,5.74,5.74,5.74,38.08,43.16,43.32,43.32,43.33,0.4
[2026-05-08 01:35:47.311] ,437,26.2,32.54,100561.58,281318.69,5.53,5.85,5.85,5.85,38.81,44,44.15,44.16,44.17,0.4
[2026-05-08 01:35:52.321] ,437,26.23,32.53,100561.25,282015.97,5.75,6.08,6.08,6.08,40.34,45.72,45.89,45.9,45.9,0.4
[2026-05-08 01:35:57.341] ,437,26.25,32.51,100560.3,283185.84,5.97,6.31,6.31,6.31,41.88,47.47,47.64,47.65,47.66,0.4
[2026-05-08 01:36:02.355] ,439,26.2,32.49,100559.76,285316.25,5.92,6.26,6.26,6.26,41.53,47.07,47.24,47.25,47.25,0.4
[2026-05-08 01:36:07.365] ,438,26.2,32.51,100561.34,284365.47,6.04,6.39,6.39,6.39,42.4,48.07,48.24,48.25,48.25,0.4
[2026-05-08 01:36:12.378] ,439,26.24,32.52,100560.19,281087.03,6.04,6.38,6.38,6.38,42.35,48,48.17,48.18,48.18,0.39
[2026-05-08 01:36:17.393] ,438,26.23,32.49,100560.82,282249.19,6.12,6.47,6.47,6.47,42.94,48.67,48.84,48.85,48.86,0.39
[2026-05-08 01:36:22.411] ,438,26.2,32.49,100560.36,283185.84,6.17,6.52,6.52,6.52,43.28,49.05,49.23,49.24,49.24,0.4
[2026-05-08 01:36:27.423] ,439,26.23,32.52,100559.57,282716.72,6.28,6.64,6.64,6.64,44.07,49.96,50.13,50.14,50.15,0.4
[2026-05-08 01:36:32.442] ,438,26.23,32.52,100561.49,282716.72,6.26,6.62,6.62,6.62,43.94,49.8,49.98,49.99,50,0.41
[2026-05-08 01:36:37.452] ,439,26.19,32.53,100559.65,283892.44,6.21,6.57,6.57,6.57,43.59,49.4,49.58,49.59,49.6,0.41
[2026-05-08 01:36:42.469] ,438,26.22,32.55,100559.9,281550.72,6.14,6.49,6.49,6.49,43.06,48.81,48.98,48.99,48.99,0.41
[2026-05-08 01:36:47.480] ,437,26.21,32.54,100559.66,284602.56,6.22,6.57,6.57,6.57,43.61,49.43,49.61,49.62,49.63,0.41
[2026-05-08 01:36:52.491] ,437,26.18,32.53,100559.74,285077.94,6.17,6.52,6.52,6.52,43.27,49.05,49.22,49.23,49.24,0.4
[2026-05-08 01:36:57.505] ,435,26.2,32.56,100558.99,283656.5,5.82,6.16,6.16,6.16,40.84,46.29,46.45,46.46,46.47,0.4
[2026-05-08 01:37:02.521] ,433,26.25,32.54,100559.91,283656.5,5.89,6.23,6.23,6.23,41.31,46.82,46.99,47,47,0.4
[2026-05-08 01:37:07.532] ,432,26.28,32.52,100559.61,280855.72,6.03,6.38,6.38,6.38,42.31,47.96,48.13,48.14,48.15,0.4
[2026-05-08 01:37:12.551] ,434,26.26,32.49,100559.43,281318.69,6.06,6.4,6.4,6.4,42.49,48.17,48.34,48.35,48.35,0.39
[2026-05-08 01:37:17.557] ,434,26.24,32.52,100559.27,282249.19,6.04,6.39,6.39,6.39,42.39,48.05,48.22,48.23,48.23,0.39
[2026-05-08 01:37:22.581] ,433,26.22,32.52,100559.83,282716.72,5.91,6.25,6.25,6.25,41.49,47.03,47.2,47.2,47.21,0.39
[2026-05-08 01:37:27.591] ,436,26.17,32.49,100558.18,283185.84,6.32,6.69,6.69,6.69,44.37,50.3,50.48,50.49,50.49,0.39
[2026-05-08 01:37:32.602] ,437,26.15,32.54,100559.8,283185.84,6.45,6.82,6.82,6.82,45.28,51.32,51.51,51.52,51.52,0.39
[2026-05-08 01:37:37.621] ,438,26.19,32.56,100559.23,282249.19,6.12,6.47,6.47,6.47,42.94,48.67,48.85,48.86,48.86,0.39
[2026-05-08 01:37:42.630] ,437,26.18,32.58,100558.7,282249.19,5.83,6.16,6.16,6.16,40.89,46.35,46.51,46.52,46.52,0.39
[2026-05-08 01:37:47.641] ,438,26.18,32.59,100559.36,280164.16,5.49,5.8,5.8,5.8,38.49,43.63,43.78,43.79,43.8,0.39
[2026-05-08 01:37:52.661] ,437,26.16,32.58,100558.1,284128.75,5.37,5.68,5.68,5.68,37.69,42.72,42.87,42.88,42.89,0.39
[2026-05-08 01:37:57.671] ,438,26.13,32.58,100558.45,284840.06,5.44,5.75,5.75,5.75,38.15,43.25,43.4,43.41,43.42,0.39
[2026-05-08 01:38:02.684] ,437,26.14,32.58,100557.73,282951.09,5.41,5.72,5.72,5.72,37.97,43.04,43.19,43.2,43.2,0.39
[2026-05-08 01:38:07.701] ,438,26.12,32.57,100558.7,284840.06,5.61,5.93,5.93,5.93,39.36,44.61,44.77,44.78,44.79,0.39
[2026-05-08 01:38:12.711] ,439,26.13,32.59,100558.02,285554.94,5.71,6.04,6.04,6.04,40.05,45.4,45.56,45.57,45.58,0.39
[2026-05-08 01:38:17.731] ,438,26.16,32.59,100556.12,283892.44,5.88,6.22,6.22,6.22,41.27,46.78,46.94,46.95,46.96,0.39
[2026-05-08 01:38:22.741] ,439,26.18,32.59,100557.8,284365.47,6.08,6.43,6.43,6.43,42.67,48.36,48.53,48.54,48.55,0.4
[2026-05-08 01:38:27.758] ,436,26.15,32.59,100556.91,286513.72,6.08,6.43,6.43,6.43,42.65,48.34,48.51,48.52,48.53,0.4
[2026-05-08 01:38:32.771] ,437,26.12,32.58,100557.06,285316.25,6.05,6.4,6.4,6.4,42.44,48.11,48.28,48.29,48.29,0.4
[2026-05-08 01:38:37.781] ,435,26.13,32.63,100557.36,283185.84,6.02,6.36,6.36,6.36,42.21,47.84,48.01,48.02,48.03,0.39
[2026-05-08 01:38:42.800] ,435,26.12,32.66,100557.26,283420.97,6.15,6.5,6.5,6.5,43.14,48.9,49.08,49.09,49.09,0.39
[2026-05-08 01:38:47.814] ,436,26.15,32.66,100557.76,283656.5,6.02,6.37,6.37,6.37,42.26,47.9,48.07,48.08,48.09,0.4
[2026-05-08 01:38:52.831] ,436,26.17,32.64,100556.74,284840.06,5.83,6.16,6.16,6.16,40.88,46.34,46.5,46.51,46.51,0.4
[2026-05-08 01:38:57.841] ,436,26.16,32.63,100556.65,285316.25,5.78,6.11,6.11,6.11,40.54,45.95,46.12,46.13,46.13,0.39
[2026-05-08 01:39:02.861] ,434,26.21,32.61,100557.8,283656.5,5.77,6.1,6.1,6.1,40.48,45.89,46.05,46.06,46.06,0.4
[2026-05-08 01:39:07.866] ,435,26.22,32.56,100556.62,283656.5,5.87,6.21,6.21,6.21,41.17,46.67,46.83,46.84,46.85,0.39
[2026-05-08 01:39:12.882] ,434,26.2,32.55,100556.19,283892.44,6.13,6.48,6.48,6.48,42.99,48.73,48.9,48.91,48.92,0.4
[2026-05-08 01:39:17.894] ,433,26.24,32.53,100558.02,281550.72,6.34,6.7,6.7,6.7,44.48,50.42,50.6,50.61,50.62,0.39
[2026-05-08 01:39:22.911] ,433,26.28,32.5,100557.38,280855.72,6.54,6.91,6.91,6.91,45.86,51.98,52.16,52.17,52.18,0.39
[2026-05-08 01:39:27.922] ,432,26.31,32.47,100555.82,281550.72,6.48,6.85,6.85,6.85,45.44,51.5,51.69,51.7,51.7,0.39
[2026-05-08 01:39:32.941] ,434,26.37,32.42,100555.66,280164.16,6.33,6.7,6.7,6.7,44.44,50.37,50.55,50.56,50.57,0.39
[2026-05-08 01:39:37.954] ,434,26.39,32.37,100557.48,279705,6.28,6.64,6.64,6.64,44.04,49.92,50.09,50.11,50.11,0.39
[2026-05-08 01:39:42.961] ,435,26.37,32.34,100555.79,279934.38,6.33,6.69,6.69,6.69,44.38,50.3,50.48,50.49,50.5,0.39
[2026-05-08 01:39:47.981] ,434,26.35,32.33,100556.49,280164.16,6.39,6.76,6.76,6.76,44.86,50.85,51.03,51.04,51.04,0.39
[2026-05-08 01:39:52.991] ,435,26.3,32.34,100557.04,285077.94,6.54,6.92,6.92,6.92,45.91,52.04,52.22,52.23,52.24,0.4
[2026-05-08 01:39:58.001] ,433,26.26,32.35,100557.14,284365.47,6.68,7.07,7.07,7.07,46.89,53.15,53.33,53.35,53.35,0.4
[2026-05-08 01:40:03.021] ,435,26.22,32.38,100557.52,287964,6.74,7.13,7.13,7.13,47.28,53.59,53.78,53.79,53.8,0.4
[2026-05-08 01:40:08.032] ,433,26.24,32.41,100558.2,286273.41,6.62,7,7,7,46.47,52.68,52.86,52.87,52.88,0.4
[2026-05-08 01:40:13.041] ,432,26.21,32.44,100556.27,284128.75,6.56,6.94,6.94,6.94,46.03,52.17,52.36,52.37,52.38,0.41
[2026-05-08 01:40:18.058] ,432,26.17,32.48,100556.95,287721.28,6.2,6.56,6.56,6.56,43.52,49.33,49.5,49.51,49.52,0.4
[2026-05-08 01:40:23.071] ,431,26.17,32.56,100555.01,285316.25,6,6.35,6.35,6.35,42.13,47.75,47.92,47.93,47.93,0.4
[2026-05-08 01:40:28.085] ,432,26.2,32.58,100557.74,284840.06,6,6.34,6.34,6.34,42.06,47.68,47.85,47.86,47.86,0.4
[2026-05-08 01:40:33.094] ,431,26.21,32.59,100556.88,285077.94,5.99,6.34,6.34,6.34,42.06,47.67,47.84,47.85,47.85,0.4
[2026-05-08 01:40:38.112] ,432,26.25,32.57,100556.91,283420.97,6.05,6.4,6.4,6.4,42.46,48.13,48.3,48.31,48.32,0.4
[2026-05-08 01:40:43.121] ,431,26.22,32.52,100557.59,285794.03,5.93,6.28,6.28,6.28,41.63,47.19,47.36,47.37,47.38,0.41
[2026-05-08 01:40:48.142] ,429,26.21,32.52,100556.58,284128.75,5.9,6.23,6.23,6.23,41.37,46.89,47.06,47.07,47.07,0.41
[2026-05-08 01:40:53.154] ,429,26.19,32.54,100556.4,284840.06,5.76,6.09,6.09,6.09,40.41,45.8,45.96,45.97,45.98,0.41
[2026-05-08 01:40:58.160] ,430,26.17,32.55,100556.08,284602.56,5.83,6.17,6.17,6.17,40.91,46.37,46.53,46.54,46.55,0.41
[2026-05-08 01:41:03.180] ,430,26.17,32.59,100556.91,284840.06,5.93,6.27,6.27,6.27,41.58,47.13,47.3,47.31,47.31,0.41
[2026-05-08 01:41:08.191] ,429,26.15,32.59,100556.88,287237.03,6.08,6.42,6.42,6.42,42.63,48.32,48.49,48.5,48.5,0.41
[2026-05-08 01:41:13.201] ,428,26.14,32.61,100556.45,286033.53,6.35,6.71,6.71,6.71,44.52,50.47,50.65,50.66,50.66,0.41
[2026-05-08 01:41:18.211] ,428,26.18,32.63,100556.09,286754.41,6.5,6.87,6.87,6.87,45.61,51.7,51.88,51.89,51.9,0.42
[2026-05-08 01:41:23.231] ,430,26.15,32.62,100556.51,286754.41,6.8,7.19,7.19,7.19,47.7,54.07,54.26,54.27,54.28,0.42
[2026-05-08 01:41:28.242] ,431,26.14,32.64,100555.7,288450.72,6.83,7.22,7.22,7.22,47.93,54.32,54.52,54.53,54.53,0.43
[2026-05-08 01:41:33.252] ,432,26.14,32.66,100555.37,287478.94,6.9,7.3,7.3,7.3,48.41,54.87,55.07,55.08,55.08,0.43
[2026-05-08 01:41:38.271] ,431,26.15,32.68,100556.33,284840.06,6.81,7.21,7.21,7.21,47.8,54.19,54.38,54.39,54.4,0.43
[2026-05-08 01:41:43.280] ,432,26.16,32.67,100555.53,284365.47,6.72,7.1,7.1,7.1,47.13,53.43,53.62,53.63,53.63,0.43
[2026-05-08 01:41:48.294] ,432,26.22,32.66,100556.08,283420.97,6.34,6.71,6.71,6.71,44.51,50.46,50.63,50.65,50.65,0.43
[2026-05-08 01:41:53.303] ,433,26.22,32.65,100557.08,286273.41,6.03,6.38,6.38,6.38,42.32,47.97,48.14,48.15,48.15,0.43
[2026-05-08 01:41:58.321] ,432,26.21,32.64,100555.34,286273.41,6,6.35,6.35,6.35,42.1,47.72,47.89,47.9,47.91,0.43
[2026-05-08 01:42:03.336] ,431,26.22,32.62,100555.31,284602.56,6.36,6.73,6.73,6.73,44.64,50.61,50.79,50.8,50.8,0.43
[2026-05-08 01:42:08.341] ,430,26.18,32.64,100555.65,282716.72,6.57,6.95,6.95,6.95,46.09,52.25,52.43,52.44,52.45,0.42
[2026-05-08 01:42:13.363] ,430,26.18,32.66,100555.6,283656.5,6.41,6.78,6.78,6.78,45,51.01,51.19,51.2,51.21,0.42
[2026-05-08 01:42:18.378] ,431,26.18,32.65,100555.38,282015.97,6.37,6.73,6.73,6.73,44.68,50.64,50.82,50.83,50.84,0.41
[2026-05-08 01:42:23.392] ,430,26.2,32.62,100555.77,281087.03,6.4,6.77,6.77,6.77,44.91,50.9,51.08,51.09,51.1,0.41
[2026-05-08 01:42:28.399] ,429,26.22,32.6,100556.27,282015.97,6.35,6.72,6.72,6.72,44.58,50.53,50.71,50.72,50.72,0.41
[2026-05-08 01:42:33.410] ,429,26.24,32.59,100556.33,280394.31,6.59,6.97,6.97,6.97,46.24,52.41,52.6,52.61,52.62,0.41
[2026-05-08 01:42:38.433] ,428,26.26,32.57,100556.65,281318.69,6.85,7.24,7.24,7.24,48.05,54.46,54.66,54.67,54.67,0.41
[2026-05-08 01:42:43.439] ,428,26.25,32.53,100556.48,281087.03,6.94,7.34,7.34,7.34,48.69,55.2,55.39,55.4,55.41,0.41
[2026-05-08 01:42:48.460] ,427,26.27,32.49,100556.72,281318.69,6.69,7.08,7.08,7.08,46.96,53.23,53.42,53.43,53.43,0.41
[2026-05-08 01:42:53.467] ,429,26.26,32.49,100556.35,279705,6.58,6.96,6.96,6.96,46.15,52.31,52.5,52.51,52.52,0.41
[2026-05-08 01:42:58.480] ,430,26.29,32.5,100556.03,283185.84,6.4,6.77,6.77,6.77,44.88,50.88,51.06,51.07,51.07,0.41
[2026-05-08 01:43:03.499] ,430,26.28,32.5,100555.65,282716.72,6.13,6.48,6.48,6.48,42.99,48.73,48.91,48.92,48.92,0.41
[2026-05-08 01:43:08.511] ,427,26.29,32.52,100555.41,282951.09,6.06,6.41,6.41,6.41,42.55,48.23,48.4,48.41,48.41,0.41
[2026-05-08 01:43:13.521] ,425,26.26,32.49,100555.88,285077.94,6.14,6.49,6.49,6.49,43.05,48.8,48.98,48.99,48.99,0.41
[2026-05-08 01:43:18.542] ,426,26.23,32.5,100556.82,283656.5,6.24,6.59,6.59,6.59,43.75,49.59,49.77,49.78,49.79,0.41
[2026-05-08 01:43:23.551] ,425,26.2,32.51,100556.54,285794.03,6.16,6.51,6.51,6.51,43.22,48.99,49.16,49.17,49.18,0.41
[2026-05-08 01:43:28.561] ,424,26.19,32.53,100556.09,286513.72,6.05,6.4,6.4,6.4,42.43,48.09,48.27,48.28,48.28,0.4
[2026-05-08 01:43:33.580] ,425,26.17,32.57,100555.55,284840.06,6.12,6.47,6.47,6.47,42.92,48.65,48.83,48.84,48.84,0.4
[2026-05-08 01:43:38.591] ,426,26.14,32.62,100555.33,284365.47,6.03,6.37,6.37,6.37,42.28,47.93,48.1,48.11,48.11,0.39
[2026-05-08 01:43:43.602] ,425,26.08,32.65,100555.89,288450.72,6.16,6.51,6.51,6.51,43.21,48.98,49.16,49.17,49.17,0.4
[2026-05-08 01:43:48.616] ,428,26.02,32.7,100555.67,288694.66,6.11,6.46,6.46,6.46,42.89,48.62,48.79,48.8,48.81,0.4
[2026-05-08 01:43:53.631] ,427,26.01,32.73,100555.41,289183.84,5.99,6.34,6.34,6.34,42.05,47.66,47.83,47.84,47.84,0.4
[2026-05-08 01:43:58.644] ,426,26.02,32.75,100556.22,288450.72,5.95,6.29,6.29,6.29,41.75,47.32,47.49,47.5,47.51,0.41
[2026-05-08 01:44:03.661] ,427,26.02,32.77,100554.21,289674.69,6.16,6.51,6.51,6.51,43.21,48.98,49.16,49.17,49.17,0.4
[2026-05-08 01:44:08.671] ,428,26.06,32.77,100554.77,289183.84,6.19,6.54,6.54,6.54,43.4,49.19,49.36,49.37,49.38,0.4
[2026-05-08 01:44:13.682] ,429,26.09,32.75,100555.73,286273.41,6.13,6.48,6.48,6.48,42.98,48.72,48.89,48.9,48.91,0.4
[2026-05-08 01:44:18.699] ,427,26.06,32.75,100555.67,287478.94,6.03,6.38,6.38,6.38,42.3,47.94,48.11,48.12,48.13,0.4
[2026-05-08 01:44:23.711] ,427,26.07,32.77,100555.76,287478.94,6.14,6.5,6.5,6.5,43.11,48.87,49.04,49.05,49.05,0.4
[2026-05-08 01:44:28.732] ,428,26.06,32.78,100556.87,287478.94,6.22,6.58,6.58,6.58,43.64,49.47,49.64,49.65,49.66,0.4
[2026-05-08 01:44:33.741] ,426,26.04,32.8,100556.05,288450.72,6.39,6.76,6.76,6.76,44.82,50.81,50.99,51,51.01,0.4
[2026-05-08 01:44:38.751] ,426,26.04,32.81,100555.49,287964,6.21,6.57,6.57,6.57,43.59,49.41,49.59,49.6,49.6,0.4
[2026-05-08 01:44:43.761] ,427,26.1,32.82,100554.87,286033.53,6.04,6.39,6.39,6.39,42.37,48.03,48.2,48.21,48.21,0.41
[2026-05-08 01:44:48.775] ,425,26.13,32.81,100555.71,285794.03,6.33,6.7,6.7,6.7,44.44,50.37,50.55,50.56,50.56,0.4
[2026-05-08 01:44:53.789] ,426,26.14,32.77,100555.11,285554.94,6.18,6.53,6.53,6.53,43.34,49.13,49.3,49.31,49.32,0.4
[2026-05-08 01:44:58.808] ,425,26.13,32.74,100554.79,286513.72,6.22,6.58,6.58,6.58,43.64,49.47,49.64,49.65,49.66,0.4
[2026-05-08 01:45:03.822] ,424,26.11,32.71,100554.2,287478.94,6.3,6.67,6.67,6.67,44.22,50.12,50.3,50.31,50.32,0.4
[2026-05-08 01:45:08.832] ,426,26.07,32.72,100554.36,286754.41,6.27,6.63,6.63,6.63,43.98,49.85,50.03,50.04,50.04,0.4
[2026-05-08 01:45:13.839] ,425,26.03,32.76,100555.27,287478.94,5.94,6.28,6.28,6.28,41.68,47.24,47.41,47.42,47.42,0.4
[2026-05-08 01:45:18.861] ,427,26.03,32.81,100556.12,291157.25,5.74,6.07,6.07,6.07,40.24,45.62,45.78,45.79,45.79,0.39
[2026-05-08 01:45:23.871] ,428,26.03,32.87,100553.92,287237.03,5.91,6.25,6.25,6.25,41.44,46.98,47.14,47.15,47.16,0.4
[2026-05-08 01:45:28.879] ,427,26.07,32.89,100556.09,285316.25,5.85,6.19,6.19,6.19,41.04,46.52,46.69,46.7,46.7,0.4
[2026-05-08 01:45:33.891] ,426,26.05,32.88,100554.62,289429.06,5.95,6.29,6.29,6.29,41.74,47.31,47.48,47.49,47.49,0.4
[2026-05-08 01:45:38.911] ,425,26.06,32.89,100553.83,287964,6.03,6.37,6.37,6.37,42.27,47.92,48.09,48.1,48.1,0.4
[2026-05-08 01:45:43.923] ,426,26.06,32.88,100555.88,288207.16,5.96,6.3,6.3,6.3,41.82,47.4,47.57,47.58,47.58,0.4
[2026-05-08 01:45:48.939] ,426,26.03,32.87,100554.3,286754.41,5.77,6.1,6.1,6.1,40.49,45.89,46.06,46.07,46.07,0.4
[2026-05-08 01:45:53.951] ,427,26.03,32.85,100554.62,287964,5.85,6.18,6.18,6.18,41.01,46.49,46.65,46.66,46.67,0.39
